SessionSeg,Any,Accuracy,Fluency,Style,Critical,Minor
P02_Ist3_6,0.3103448275862069,0.26436781609195403,0.03448275862068965,0.0,0.2413793103448276,0.057471264367816084
P02_Ist3_7,0.11666666666666667,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
P02_Ist4_1,0.3049645390070922,0.2907801418439716,0.014184397163120569,0.0,0.1950354609929078,0.1099290780141844
P02_Ist4_2,0.19607843137254904,0.17647058823529413,0.0196078431372549,0.0,0.16666666666666666,0.029411764705882356
P02_Ist4_3,0.4945054945054945,0.4945054945054945,0.0,0.0,0.4652014652014652,0.029304029304029307
P02_Ist4_4,0.13793103448275862,0.1264367816091954,0.011494252873563218,0.0,0.07471264367816093,0.06321839080459771
P03_Ist1_1,0.3153153153153153,0.2702702702702703,0.045045045045045036,0.0,0.2612612612612613,0.054054054054054064
P03_Ist1_2,0.2898550724637681,0.08695652173913042,0.13405797101449274,0.06884057971014493,0.14130434782608695,0.14855072463768115
P03_Ist1_3,0.30402930402930395,0.20146520146520147,0.02197802197802198,0.08058608058608059,0.12454212454212454,0.1794871794871795
P03_Ist1_4,0.05952380952380953,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616
P03_Ist1_5,0.2777777777777778,0.0873015873015873,0.19047619047619047,0.0,0.20634920634920634,0.07142857142857142
P03_Ist1_6,0.14864864864864866,0.06756756756756757,0.07207207207207207,0.009009009009009007,0.022522522522522518,0.12612612612612611
P03_Ist4_1,0.2708333333333333,0.08035714285714286,0.17559523809523808,0.014880952380952382,0.05952380952380953,0.2113095238095238
P03_Ist4_2,0.3418803418803419,0.26495726495726496,0.07692307692307693,0.0,0.2564102564102564,0.08547008547008547
P03_Ist4_3,0.1914893617021277,0.09574468085106384,0.08865248226950355,0.007092198581560284,0.060283687943262415,0.13120567375886524
P03_Ist4_4,0.15,0.016666666666666666,0.12777777777777774,0.0,0.0,0.14444444444444446
P03_Ist5_1,0.10861423220973784,0.0599250936329588,0.048689138576779034,0.0,0.0299625468164794,0.07865168539325842
P03_Ist5_2,0.14465408805031446,0.025157232704402517,0.0880503144654088,0.025157232704402517,0.0,0.13836477987421386
P03_Ist5_3,0.05333333333333334,0.02,0.02,0.0,0.0,0.04
P03_Ist5_4,0.3333333333333333,0.07936507936507936,0.25396825396825395,0.0,0.20634920634920634,0.12698412698412698
P03_Ist5_5,0.3169398907103825,0.09289617486338797,0.22404371584699453,0.0,0.14207650273224046,0.17486338797814208
P03_Ist5_6,0.11403508771929825,0.05263157894736842,0.05263157894736842,0.0,0.0,0.10526315789473684
P03_Ist6_1,0.2359550561797753,0.12734082397003746,0.09737827715355804,0.011235955056179777,0.0898876404494382,0.14606741573033707
P03_Ist6_2,0.3473684210526316,0.19298245614035087,0.1543859649122807,0.0,0.021052631578947368,0.3263157894736842
P03_Ist6_3,0.3563218390804598,0.0,0.3448275862068966,0.0,0.0,0.3448275862068966
P03_Ist6_4,0.27586206896551724,0.057471264367816084,0.2183908045977012,0.0,0.03448275862068965,0.2413793103448276
P03_Ist6_5,0.26576576576576577,0.1126126126126126,0.15315315315315314,0.0,0.07657657657657657,0.1891891891891892
P04_Ist1_1,0.1875,0.07291666666666667,0.11458333333333333,0.0,0.09375,0.09375
P04_Ist1_2,0.2380952380952381,0.1341991341991342,0.09090909090909093,0.012987012987012988,0.12121212121212123,0.11688311688311688
P04_Ist1_3,0.275,0.2333333333333333,0.04166666666666666,0.0,0.2,0.075
P04_Ist1_4,0.2916666666666667,0.08333333333333333,0.20833333333333331,0.0,0.0625,0.22916666666666666
P04_Ist1_5,0.6666666666666666,0.6153846153846154,0.05128205128205128,0.0,0.6153846153846154,0.05128205128205128
P04_Ist1_6,0.1794871794871795,0.15897435897435894,0.020512820512820516,0.0,0.13846153846153847,0.04102564102564103
P04_Ist2_1,0.22395833333333331,0.15104166666666666,0.07291666666666667,0.0,0.09895833333333333,0.125
P04_Ist2_2,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6,0.06666666666666668
P04_Ist2_3,0.6775956284153005,0.6557377049180327,0.02185792349726776,0.0,0.6775956284153005,0.0
P04_Ist2_4,0.33691756272401435,0.33691756272401435,0.0,0.0,0.24731182795698925,0.08960573476702509
P04_Ist2_5,0.13836477987421386,0.050314465408805034,0.0880503144654088,0.0,0.06918238993710693,0.06918238993710693
P04_Ist4_1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3220973782771536,0.011235955056179777
P04_Ist4_2,0.13675213675213674,0.13675213675213674,0.0,0.0,0.1282051282051282,0.008547008547008548
P04_Ist4_3,0.461847389558233,0.461847389558233,0.0,0.0,0.42570281124498,0.03614457831325301
P04_Ist4_4,0.5359477124183006,0.5228758169934641,0.013071895424836602,0.0,0.5098039215686274,0.026143790849673203
P04_Ist6_1,0.7904761904761904,0.7714285714285715,0.01904761904761905,0.0,0.7714285714285715,0.01904761904761905
P04_Ist6_2,0.3931623931623932,0.23504273504273504,0.1581196581196581,0.0,0.2393162393162393,0.15384615384615385
P04_Ist6_3,0.1111111111111111,0.0,0.09876543209876544,0.0,0.0,0.09876543209876544
P04_Ist6_4,0.21739130434782608,0.21739130434782608,0.0,0.0,0.18840579710144928,0.028985507246376805
P04_Ist6_5,0.6214689265536724,0.6101694915254238,0.011299435028248588,0.0,0.6101694915254238,0.011299435028248588
P05_Ist1_1,0.0641025641025641,0.05128205128205128,0.0,0.0,0.02564102564102564,0.02564102564102564
P05_Ist1_2,0.16296296296296298,0.02962962962962963,0.12222222222222222,0.011111111111111113,0.025925925925925925,0.13703703703703704
P05_Ist1_3,0.19047619047619047,0.13186813186813187,0.047619047619047616,0.01098901098901099,0.09523809523809523,0.09523809523809523
P05_Ist1_4,0.25287356321839083,0.06896551724137931,0.1839080459770115,0.0,0.06896551724137931,0.1839080459770115
P05_Ist1_5,0.2612612612612613,0.2612612612612613,0.0,0.0,0.2612612612612613,0.0
P05_Ist1_6,0.1341991341991342,0.025974025974025976,0.1038961038961039,0.0,0.012987012987012988,0.11688311688311688
P05_Ist2_1,0.09604519774011301,0.02824858757062147,0.062146892655367235,0.0,0.0,0.0903954802259887
P05_Ist2_2,0.16161616161616166,0.101010101010101,0.040404040404040414,0.0,0.09090909090909093,0.0505050505050505
P05_Ist2_3,0.13768115942028986,0.09057971014492754,0.04710144927536232,0.0,0.07608695652173914,0.06159420289855073
P05_Ist2_4,0.22006472491909385,0.14563106796116504,0.0744336569579288,0.0,0.1423948220064725,0.07766990291262135
P05_Ist2_5,0.3282051282051282,0.16923076923076924,0.15897435897435894,0.0,0.18974358974358974,0.13846153846153847
P05_Ist5_1,0.16483516483516486,0.1282051282051282,0.03663003663003663,0.0,0.07692307692307693,0.08791208791208792
P05_Ist5_2,0.14,0.09333333333333334,0.04666666666666667,0.0,0.06666666666666668,0.07333333333333332
P05_Ist5_3,0.2152777777777778,0.10416666666666667,0.1111111111111111,0.0,0.0763888888888889,0.1388888888888889
P05_Ist5_4,0.20634920634920634,0.14285714285714285,0.06349206349206349,0.0,0.12698412698412698,0.07936507936507936
P05_Ist5_5,0.3333333333333333,0.20454545454545456,0.12878787878787878,0.0,0.17424242424242425,0.1590909090909091
P05_Ist5_6,0.5175438596491229,0.456140350877193,0.06140350877192983,0.0,0.4298245614035088,0.08771929824561403
P05_Ist6_1,0.2814814814814815,0.22962962962962966,0.05185185185185185,0.0,0.2037037037037037,0.07777777777777778
P05_Ist6_2,0.12333333333333335,0.04,0.08333333333333333,0.0,0.04,0.08333333333333333
P05_Ist6_3,0.16666666666666666,0.010416666666666666,0.15625,0.0,0.0,0.16666666666666666
P05_Ist6_4,0.16666666666666666,0.05952380952380953,0.10714285714285714,0.0,0.047619047619047616,0.11904761904761905
P05_Ist6_5,0.2568306010928962,0.2021857923497268,0.0546448087431694,0.0,0.14207650273224046,0.11475409836065575
P06_Ist1_1,0.16666666666666666,0.0392156862745098,0.12745098039215685,0.0,0.09803921568627452,0.06862745098039216
P06_Ist1_2,0.2114695340501792,0.04301075268817205,0.16845878136200718,0.0,0.05017921146953405,0.16129032258064516
P06_Ist1_3,0.2794612794612795,0.18181818181818185,0.09764309764309764,0.0,0.18181818181818185,0.09764309764309764
P06_Ist1_4,0.25555555555555554,0.06666666666666668,0.18888888888888888,0.0,0.06666666666666668,0.18888888888888888
P06_Ist1_5,0.16339869281045752,0.0,0.1568627450980392,0.0,0.0,0.1568627450980392
P06_Ist1_6,0.123015873015873,0.03571428571428571,0.0873015873015873,0.0,0.03571428571428571,0.0873015873015873
P06_Ist3_1,0.1836734693877551,0.047619047619047616,0.1360544217687075,0.0,0.14965986394557826,0.034013605442176874
P06_Ist3_2,0.2435897435897436,0.07692307692307693,0.15384615384615385,0.0,0.05128205128205128,0.1794871794871795
P06_Ist3_3,0.06666666666666668,0.0,0.057142857142857134,0.0,0.0,0.057142857142857134
P06_Ist3_4,0.3712121212121212,0.3636363636363637,0.0,0.0,0.3181818181818182,0.045454545454545456
P06_Ist3_5,0.18803418803418806,0.019943019943019943,0.16809116809116809,0.0,0.07122507122507123,0.1168091168091168
P06_Ist3_6,0.4733333333333333,0.4533333333333333,0.02,0.0,0.4733333333333333,0.0
P06_Ist3_7,0.15873015873015872,0.09523809523809523,0.047619047619047616,0.0,0.031746031746031744,0.1111111111111111
P06_Ist5_1,0.1895424836601307,0.0915032679738562,0.09803921568627452,0.0,0.10784313725490197,0.08169934640522876
P06_Ist5_2,0.35185185185185186,0.21296296296296294,0.1388888888888889,0.0,0.22685185185185186,0.125
P06_Ist5_3,0.06521739130434782,0.014492753623188406,0.043478260869565216,0.0,0.014492753623188406,0.043478260869565216
P06_Ist5_4,0.5277777777777778,0.08333333333333333,0.4444444444444444,0.0,0.5277777777777778,0.0
P06_Ist5_5,0.28160919540229884,0.21264367816091956,0.06896551724137931,0.0,0.2471264367816092,0.03448275862068965
P06_Ist5_6,0.10784313725490197,0.06862745098039216,0.029411764705882356,0.0,0.06862745098039216,0.029411764705882356
P06_Ist6_1,0.10227272727272728,0.045454545454545456,0.05681818181818181,0.0,0.045454545454545456,0.05681818181818181
P06_Ist6_2,0.13268608414239486,0.06472491909385113,0.06796116504854369,0.0,0.05501618122977346,0.07766990291262135
P06_Ist6_3,0.18888888888888888,0.1111111111111111,0.07777777777777778,0.0,0.15555555555555556,0.03333333333333333
P06_Ist6_4,0.21875,0.19791666666666666,0.02083333333333333,0.0,0.16666666666666666,0.052083333333333336
P06_Ist6_5,0.37301587301587297,0.2341269841269841,0.1388888888888889,0.0,0.35714285714285715,0.015873015873015872
P07_Ist1_1,0.2307692307692308,0.2307692307692308,0.0,0.0,0.2307692307692308,0.0
P07_Ist1_2,0.27058823529411763,0.1607843137254902,0.09803921568627452,0.011764705882352941,0.17647058823529413,0.09411764705882353
P07_Ist1_3,0.2571428571428571,0.2333333333333333,0.023809523809523808,0.0,0.22380952380952385,0.03333333333333333
P07_Ist1_4,0.9761904761904762,0.9761904761904762,0.0,0.0,0.9761904761904762,0.0
P07_Ist1_5,0.3968253968253968,0.3968253968253968,0.0,0.0,0.37301587301587297,0.023809523809523808
P07_Ist1_6,0.13043478260869565,0.07729468599033816,0.05314009661835749,0.0,0.07246376811594203,0.05797101449275361
P07_Ist2_1,0.14814814814814814,0.043209876543209874,0.10493827160493828,0.0,0.0,0.14814814814814814
P07_Ist2_2,0.2345679012345679,0.2345679012345679,0.0,0.0,0.16049382716049382,0.07407407407407407
P07_Ist2_3,0.20833333333333331,0.0946969696969697,0.05681818181818181,0.05681818181818181,0.10227272727272728,0.10606060606060606
P07_Ist2_4,0.4609053497942387,0.4320987654320987,0.02880658436213992,0.0,0.4526748971193416,0.00823045267489712
P07_Ist2_5,0.2542372881355932,0.14689265536723164,0.10734463276836158,0.0,0.1638418079096045,0.0903954802259887
P07_Ist3_1,0.4772727272727273,0.07575757575757576,0.4015151515151515,0.0,0.2727272727272727,0.20454545454545456
P07_Ist3_2,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
P07_Ist3_3,0.5225225225225225,0.16216216216216214,0.3603603603603603,0.0,0.40540540540540543,0.11711711711711713
P07_Ist3_4,0.16666666666666666,0.10317460317460317,0.05555555555555555,0.0,0.15873015873015872,0.0
P07_Ist3_5,0.25925925925925924,0.08333333333333333,0.17592592592592593,0.0,0.15123456790123455,0.10802469135802467
P07_Ist3_6,0.43333333333333335,0.43333333333333335,0.0,0.0,0.43333333333333335,0.0
P07_Ist3_7,0.35185185185185186,0.35185185185185186,0.0,0.0,0.35185185185185186,0.0
P07_Ist6_1,0.35064935064935066,0.10822510822510822,0.24242424242424246,0.0,0.19913419913419916,0.15151515151515152
P07_Ist6_2,0.054982817869415807,0.030927835051546393,0.024054982817869417,0.0,0.010309278350515464,0.044673539518900345
P07_Ist6_3,0.10344827586206896,0.0,0.08045977011494253,0.0,0.0,0.08045977011494253
P07_Ist6_4,0.16666666666666666,0.1388888888888889,0.0,0.027777777777777776,0.04166666666666666,0.125
P07_Ist6_5,0.3383838383838384,0.2222222222222222,0.11616161616161615,0.0,0.3282828282828283,0.010101010101010102
P08_Ist2_1,0.17261904761904762,0.125,0.047619047619047616,0.0,0.05357142857142857,0.11904761904761905
P08_Ist2_2,0.4666666666666667,0.2111111111111111,0.25555555555555554,0.0,0.3888888888888889,0.07777777777777778
P08_Ist2_3,0.4311111111111111,0.3288888888888889,0.10222222222222224,0.0,0.4177777777777778,0.013333333333333334
P08_Ist2_4,0.2765151515151515,0.23106060606060605,0.03409090909090909,0.011363636363636364,0.23106060606060605,0.045454545454545456
P08_Ist2_5,0.21818181818181814,0.13333333333333333,0.060606060606060615,0.02424242424242424,0.07272727272727272,0.14545454545454545
P08_Ist4_1,0.24054982817869414,0.21305841924398625,0.027491408934707903,0.0,0.2268041237113402,0.013745704467353952
P08_Ist4_2,0.09848484848484848,0.022727272727272728,0.06818181818181818,0.0,0.022727272727272728,0.06818181818181818
P08_Ist4_3,0.4745098039215686,0.415686274509804,0.05882352941176471,0.0,0.392156862745098,0.08235294117647059
P08_Ist4_4,0.2153846153846154,0.18974358974358974,0.0,0.02564102564102564,0.13333333333333333,0.08205128205128205
P08_Ist5_1,0.4175824175824176,0.3772893772893773,0.040293040293040296,0.0,0.3443223443223443,0.07326007326007326
P08_Ist5_2,0.7837837837837838,0.7837837837837838,0.0,0.0,0.7837837837837838,0.0
P08_Ist5_3,0.23163841807909605,0.03954802259887006,0.1638418079096045,0.02824858757062147,0.14689265536723164,0.0847457627118644
P08_Ist5_4,0.39130434782608703,0.39130434782608703,0.0,0.0,0.39130434782608703,0.0
P08_Ist5_5,0.3464052287581699,0.08496732026143791,0.24836601307189546,0.013071895424836602,0.24836601307189546,0.09803921568627452
P08_Ist5_6,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0
P08_Ist6_1,0.5857142857142857,0.5380952380952381,0.047619047619047616,0.0,0.5761904761904761,0.009523809523809523
P08_Ist6_2,0.22340425531914893,0.1347517730496454,0.08865248226950355,0.0,0.13120567375886524,0.09219858156028367
P08_Ist6_3,0.1264367816091954,0.045977011494252866,0.06896551724137931,0.0,0.02298850574712644,0.09195402298850576
P08_Ist6_4,0.16049382716049382,0.07407407407407407,0.061728395061728385,0.02469135802469136,0.04938271604938271,0.1111111111111111
P08_Ist6_5,0.3755868544600939,0.35211267605633795,0.023474178403755867,0.0,0.3568075117370892,0.018779342723004692
P09_Ist1_1,0.26495726495726496,0.042735042735042736,0.1794871794871795,0.034188034188034185,0.042735042735042736,0.21367521367521367
P09_Ist1_2,0.2696629213483146,0.20224719101123595,0.00749063670411985,0.0599250936329588,0.22846441947565546,0.041198501872659166
P09_Ist1_3,0.1851851851851852,0.1851851851851852,0.0,0.0,0.16666666666666666,0.018518518518518517
P09_Ist1_4,0.101010101010101,0.0707070707070707,0.0,0.020202020202020204,0.0,0.09090909090909093
P09_Ist1_5,0.10185185185185183,0.05555555555555555,0.04629629629629629,0.0,0.05555555555555555,0.04629629629629629
P09_Ist1_6,0.07042253521126761,0.03286384976525822,0.009389671361502348,0.023474178403755867,0.014084507042253518,0.051643192488262914
P09_Ist2_1,0.08955223880597014,0.03482587064676617,0.02985074626865672,0.02487562189054726,0.009950248756218905,0.07960199004975124
P09_Ist2_2,0.21428571428571427,0.15476190476190474,0.05952380952380953,0.0,0.10714285714285714,0.10714285714285714
P09_Ist2_3,0.3663003663003663,0.2673992673992674,0.0989010989010989,0.0,0.23443223443223446,0.13186813186813187
P09_Ist2_4,0.2685185185185185,0.1820987654320988,0.08641975308641975,0.0,0.1882716049382716,0.08024691358024691
P09_Ist2_5,0.2261904761904762,0.2261904761904762,0.0,0.0,0.17857142857142858,0.047619047619047616
P09_Ist5_1,0.36666666666666653,0.2966666666666667,0.043333333333333335,0.02666666666666667,0.3133333333333333,0.05333333333333334
P09_Ist5_2,0.4382716049382716,0.35185185185185186,0.08641975308641975,0.0,0.4382716049382716,0.0
P09_Ist5_3,0.4761904761904762,0.4476190476190477,0.028571428571428567,0.0,0.4476190476190477,0.028571428571428567
P09_Ist5_4,0.4791666666666667,0.4791666666666667,0.0,0.0,0.4791666666666667,0.0
P09_Ist5_5,0.2993197278911565,0.2380952380952381,0.061224489795918366,0.0,0.22448979591836732,0.07482993197278913
P09_Ist5_6,0.456140350877193,0.35964912280701755,0.07017543859649122,0.02631578947368421,0.3508771929824561,0.10526315789473684
P09_Ist6_1,0.1847389558232932,0.17670682730923695,0.008032128514056224,0.0,0.1566265060240964,0.028112449799196783
P09_Ist6_2,0.10752688172043012,0.07526881720430108,0.021505376344086027,0.010752688172043013,0.04659498207885305,0.06093189964157706
P09_Ist6_3,0.1935483870967742,0.07526881720430108,0.11827956989247312,0.0,0.07526881720430108,0.11827956989247312
P09_Ist6_4,0.125,0.125,0.0,0.0,0.08333333333333333,0.04166666666666666
P09_Ist6_5,0.5111111111111111,0.5111111111111111,0.0,0.0,0.37222222222222223,0.1388888888888889
